row,col,leg 1 angle,leg 1 color,leg 2 color,leg 3 color,center color
3.9200849718747373,13.0,90,-1,1,1,1
4.170084971874737,13.5,30,-1,-1,1,1
4.979101966249685,13.0,30,1,1,-1,1
4.729101966249685,13.5,90,1,1,-1,-1
5.538118960624632,13.0,90,1,-1,-1,-1
5.788118960624632,13.5,30,-1,-1,1,-1
6.59713595499958,13.0,30,-1,-1,1,-1
6.34713595499958,13.5,90,1,-1,-1,1
7.156152949374527,13.0,90,1,1,1,1
7.406152949374527,13.5,30,1,-1,-1,-1
8.215169943749475,13.0,30,-1,-1,-1,-1
7.9651699437494745,13.5,90,-1,-1,1,-1
8.774186938124423,13.0,90,-1,1,-1,1
9.024186938124423,13.5,30,1,1,-1,-1
9.83320393249937,13.0,30,1,1,-1,1
9.58320393249937,13.5,90,-1,-1,-1,-1
10.392220926874316,13.0,90,1,1,-1,-1
10.642220926874316,13.5,30,-1,1,-1,1
11.451237921249264,13.0,30,-1,-1,1,-1
11.201237921249264,13.5,90,1,-1,-1,-1
12.010254915624213,13.0,90,1,-1,-1,1
12.260254915624213,13.5,30,1,1,1,-1
13.06927190999916,13.0,30,1,-1,-1,-1
12.81927190999916,13.5,90,-1,1,-1,1
13.628288904374106,13.0,90,-1,1,1,1
13.878288904374106,13.5,30,1,1,-1,1
